client_id	path	sentence	up_votes	down_votes	age	gender	accent
bf26e2774a69cfd5903bff70e0ccd7e71c42369d691dd52006d0be0211e935fc5584a984dd2605123f4c0b340fd54b60effde07f4d5c4c50c11e7d8a13f1a0e3	common_voice_en_19720304.mp3	Murfree would spend her summers in Beersheba Springs.	2	0	fifties	female	england
391f19cc56c80b71950a424f9dff058a997032adeb86035391cb71d437f6de3168091c5a7aad0cbd28cc5ae0c66ba67c4e000ce26070c6d3e2810288267220b9	common_voice_en_18980576.mp3	"The following people are identified as players on the ""Good Vibrations"" single."	2	0	twenties	male	
959c769d9a0863ebd10e46ba1e1e76b06250e53d5c5baab568fa47e09785ac1298a229d104c41a297faa1d3115cf601810b3b11366da8a2af3b2f450aab3f040	common_voice_en_19148404.mp3	The parasitic elements are of two types.	2	0			us
59b23e23e4201cc1d17c21abc9d2442be29fff9ef941bfba71df89e16a59121ae50ccc8b313999038671aa2d8107c8101ac528d08420b2adea8fcd24bf8d2651	common_voice_en_19843099.mp3	"Original maps designated the station as ""Science World-Main Street""."	2	0	twenties	male	philippines
d1bdeb8c538573a00cee64a5a3f854cd57efa65b90da0e6fefca0f7c188b5dacf152b3c842bb9b6c6d7a6b99e30d441839daeeb2a6cdc5b47118d8f5364435ee	common_voice_en_18658301.mp3	What would you have done if you had been Angela?	2	0	twenties	male	
b0058552fe8bf052c08a228af2231131bcd6e3a10819d4c52749e9525ba65afe4d8e22179cc1e19cbaacf35a4b5d87d0eec3d68d5e13a5d8b59433a2577abcfd	common_voice_en_19647597.mp3	His father was a doctor and rice dealer.	3	0	twenties	male	
41247cc40f3afb015902140682334ab09315267af1466571a41e6a35c2dc7589389ccf1d933097b586b57bf57b38298fad30fa5daeb5e2f85d1e14744666bfc1	common_voice_en_486436.mp3	A woman is reaching out of the shot and leaning over necklaces and jewelery.	2	0			
1021e146675cfa012da5d577b0c590b05b1843f6cf0755fca2d7197743507f6d4234740af632151c4f47ee3b64d47a697efeefbddae60b7a63730a3567c8e17d	common_voice_en_18724819.mp3	Council advised Liverpool that it objected.	2	0	twenties	female	
61bed3d96b12c08dfdaf232bb16e8553db6dc8dc88820507e96a016700e5666825efe59d8e3069affc60ce50f4d97d9166256446fc299bfc15b3c7cbe3968b5f	common_voice_en_20150964.mp3	The film features fast-paced slapstick comedy, including many visual and verbal puns and gags.	2	0	sixties	female	
b2edbaf2449d2051c6c0e481dd0b7f512d2b37be0e41e687dd16186780c2a30030ebfe5729f22ef20290f9e3ed42fb040b654fd59829fe0f3576cbfe4982c487	common_voice_en_19821636.mp3	"The prefix ""great-"" represents a direct translation of ""magnus"" to English."	2	0	twenties	female	
cbeae2c03dab0460ad75b3d4233ee944e95534f0feacbd491d4356ad0c98b8cd9d159b69b9e9aa6db2e237cb1762c1092c44c7890fa0e9200f61173e90c7b5f7	common_voice_en_18860531.mp3	They are then steamed or pressure-cooked for several hours.	2	0	twenties	male	
57fe99ae8c6a99b2d23f21d6b1a36dfb2515c9c6f1b8c58960af78a7d58a866667cb7f3be4c9d366288b528f0bcf6adb2630be8effa90ede0bdfab20f77a0ef1	common_voice_en_19475542.mp3	He retired from competitive skating and has focused on performing in shows.	2	0	thirties	male	us
7084c3dbb4ec901261b733a6651878eb14e022b30ae686628296a51db7c2b5250be61deb7220c910dc15c5fd764fcdd587319f7dde46d23be00ab922e724d855	common_voice_en_18907741.mp3	"The ""Davidson Lights"" draw families from all over Sydney."	2	1	thirties	female	
db4b5a84fdf8aafad4c05a842da54470580f7ad94f7084e37eae98f5f8d9ccd0bf41c26cb44d54bf18d0a67ede814ceeedd6d080129eaeff63c57f2b2a8c48bd	common_voice_en_19704981.mp3	"""Epistolary"" means ""in the form of a letter or letters""."	2	0			
c171ea03028b22ea443ff4ef1f6cca502c2b6fe8b41e4866e6acc4d27f06bcd4138908b6167367f92ac058c4f54809c24d445a87341fe144155c0577442790ea	common_voice_en_18492840.mp3	The dog became docile after eating food.	2	0			
f2f850df5f721a1f86e402f1bd098ad0c210e25dbdce0045d2daaccf625df24b111da9e3480d1c5f66980c5bbb4e03cabf28b38c05eeac6c75cbd8ea060da029	common_voice_en_20057405.mp3	Compounded drugs are simple to recall because there is a direct link to patient.	2	0	twenties	male	philippines
ac39c96c3a143492a04b97bc108341e044b0c7a337d82f77a41a661a0410edc20d598758e6e426c893a0f2356a1e0ec0526d9d0f4b6b76b136090486b84d4844	common_voice_en_20023657.mp3	The firm collapsed after German reunification but was resurrected in partnership with Schneider Kreuznach.	2	0	fifties	female	
f0ea206776edd98e6ab41801393839be2d3a3508647336452079b21ddc3ed6eafddd8489e7a79cf149c48136862b49b77c412f7721653750f051aa12c2858e0b	common_voice_en_19533536.mp3	It operates ad hoc passenger and cargo flights, as well as medevac flights.	2	0	thirties	male	england
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_en_18751589.mp3	Later Vula added a stream cipher keyed by book codes to solve this problem.	2	0	twenties	male	
3dbc57adea9742c6782b7c88b7ac313e4bb7e26374db2eb8e6c457ed5bd130b79943eb724dca1c1fe7378cba760c563a0799dc12fc584adede1899a4c6975eb8	common_voice_en_20012071.mp3	The animation was completed by well known illustrator, Glen Hanson.	2	0	fourties	female	england
5b7836228c5552c54f96c66024d96657de8cc343d7531bdef5b5a3776610c1f532638bcd5e829cc6749b1ba23d989a5fae2095bd8801d63781dadbf1d62cb2ae	common_voice_en_19552334.mp3	Daimler who wanted to make his own engine, feared Otto's patent would prevent it.	2	0			
